,name,artist,album,duration_sec,popularity,release_date,album_image_url,artist_image_url,genres,track_id,genre_count,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7
0,Like That,Future,WE DON'T TRUST YOU,267.706,85,2024-03-22,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8,https://i.scdn.co/image/ab6761610000e5eb7565b356bc9d9394eefa2ccb,"atl hip hop, hip hop, rap, southern hip hop, trap",2tudvzsrR56uom6smgOcSf,5,atl hip hop,hip hop,rap,southern hip hop,trap,,
1,Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff),Metro Boomin,HEROES & VILLAINS,189.426,67,2022-12-02,https://i.scdn.co/image/ab67616d0000b273c4fee55d7b51479627c31f89,https://i.scdn.co/image/ab6761610000e5ebdf9a1555f53a20087b8c5a5c,rap,3SsJ17EnPIu1B4GZshqjIS,1,rap,,,,,,
2,Count Me Out,Kendrick Lamar,Mr. Morale & The Big Steppers,283.642,75,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",6BU1RZexmvJcBjgagVVt3M,4,conscious hip hop,hip hop,rap,west coast rap,,,
3,CARNIVAL,¥$,VULTURES 1,264.324,55,2024-02-09,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76,https://i.scdn.co/image/ab6761610000e5ebf4e11052613eb67c380adaf8,,3w0w2T288dec0mgeZZqoNN,1,,,,,,,
4,Praise God,Kanye West,Donda,226.652,72,2021-08-29,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",0WSEq9Ko4kFPt8yo3ICd6T,3,chicago rap,hip hop,rap,,,,
5,BACK TO ME,¥$,VULTURES 1,295.471,39,2024-02-09,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76,https://i.scdn.co/image/ab6761610000e5ebf4e11052613eb67c380adaf8,,1icgLGTpX2fQXKRe4D7w2b,1,,,,,,,
6,FUK SUMN,¥$,VULTURES 1,209.577,46,2024-02-09,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76,https://i.scdn.co/image/ab6761610000e5ebf4e11052613eb67c380adaf8,,5tEaVciE2GnR28aN6W9cLS,1,,,,,,,
7,MY EYES,Travis Scott,UTOPIA,251.249,83,2023-07-28,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,https://i.scdn.co/image/ab6761610000e5eb19c2790744c792d05570bb71,"rap, slap house",4kjI1gwQZRKNDkw1nI475M,2,rap,slap house,,,,,
8,redrum,21 Savage,american dream,270.697,83,2024-01-12,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347,https://i.scdn.co/image/ab6761610000e5eb4f8f76117470957c0e81e5b2,"atl hip hop, hip hop, rap",52eIcoLUM25zbQupAZYoFh,3,atl hip hop,hip hop,rap,,,,
9,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,243.836,86,2016-09-16,https://i.scdn.co/image/ab67616d0000b273f54b99bf27cda88f4a7403ce,https://i.scdn.co/image/ab6761610000e5eb19c2790744c792d05570bb71,"rap, slap house",6gBFPUFcJLzWGx4lenP6h2,2,rap,slap house,,,,,
10,FE!N (feat. Playboi Carti),Travis Scott,UTOPIA,191.7,89,2023-07-28,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,https://i.scdn.co/image/ab6761610000e5eb19c2790744c792d05570bb71,"rap, slap house",42VsgItocQwOQC3XWZ8JNA,2,rap,slap house,,,,,
11,IDGAF (feat. Yeat),Drake,For All The Dogs,260.111,77,2023-10-06,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,"canadian hip hop, canadian pop, hip hop, pop rap, rap",2YSzYUF3jWqb9YP9VXmpjE,5,canadian hip hop,canadian pop,hip hop,pop rap,rap,,
12,First Person Shooter (feat. J. Cole),Drake,For All The Dogs,247.444,75,2023-10-06,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,"canadian hip hop, canadian pop, hip hop, pop rap, rap",7aqfrAY2p9BUSiupwk3svU,5,canadian hip hop,canadian pop,hip hop,pop rap,rap,,
13,all of me,21 Savage,american dream,198.292,71,2024-01-12,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347,https://i.scdn.co/image/ab6761610000e5eb4f8f76117470957c0e81e5b2,"atl hip hop, hip hop, rap",2FoahzOSxJnalPA8aBUme3,3,atl hip hop,hip hop,rap,,,,
14,BURN,¥$,VULTURES 1,111.458,44,2024-02-09,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76,https://i.scdn.co/image/ab6761610000e5ebf4e11052613eb67c380adaf8,,04CyMEHliadfQWMUJb1w99,1,,,,,,,
15,Calling For You (feat. 21 Savage),Drake,For All The Dogs,285.63,63,2023-10-06,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,"canadian hip hop, canadian pop, hip hop, pop rap, rap",2nibvvDdAQkVraYP00z2RS,5,canadian hip hop,canadian pop,hip hop,pop rap,rap,,
16,PROBLEMATIC,¥$,VULTURES 1,194.713,31,2024-02-09,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76,https://i.scdn.co/image/ab6761610000e5ebf4e11052613eb67c380adaf8,,5GtUTcvOx52F5648wXQfc7,1,,,,,,,
17,STARS,¥$,VULTURES 1,115.238,35,2024-02-09,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76,https://i.scdn.co/image/ab6761610000e5ebf4e11052613eb67c380adaf8,,347AQK5Lyhn6RvB8tBGYxt,1,,,,,,,
18,Runnin,21 Savage,SAVAGE MODE II,195.906,79,2020-10-02,https://i.scdn.co/image/ab67616d0000b273aa57907bf0cb2ca0c8cc74bc,https://i.scdn.co/image/ab6761610000e5eb4f8f76117470957c0e81e5b2,"atl hip hop, hip hop, rap",5SWnsxjhdcEDc7LJjq9UHk,3,atl hip hop,hip hop,rap,,,,
19,Don't Like.1,Kanye West,G.O.O.D.,283.653,62,2022-04-01,https://i.scdn.co/image/ab67616d0000b27350ff076934366091764d1a09,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",3YqJ0iaDWM0aqEDQExd2j3,3,chicago rap,hip hop,rap,,,,
20,KEYS TO MY LIFE,¥$,VULTURES 1,174.083,29,2024-02-09,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76,https://i.scdn.co/image/ab6761610000e5ebf4e11052613eb67c380adaf8,,7hVb3OyFkgxDgpTdrOX6dT,1,,,,,,,
21,BEG FORGIVENESS,¥$,VULTURES 1,368.739,31,2024-02-09,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76,https://i.scdn.co/image/ab6761610000e5ebf4e11052613eb67c380adaf8,,4ihV1wv7QmjbkLHaT9lA4s,1,,,,,,,
22,Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",386.906,79,2012,https://i.scdn.co/image/ab67616d0000b2732cd55246d935a8a77cb4859e,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",74tLlkN3rgVzRqQJgPfink,4,conscious hip hop,hip hop,rap,west coast rap,,,
23,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy,547.733,81,2010-11-22,https://i.scdn.co/image/ab67616d0000b273d9194aa18fa4c9362b47464f,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",3DK6m7It6Pw857FcQftMds,3,chicago rap,hip hop,rap,,,,
24,family ties (with Kendrick Lamar),Baby Keem,The Melodic Blue,252.262,79,2021-09-10,https://i.scdn.co/image/ab67616d0000b2731bfa23b13d0504fb90c37b39,https://i.scdn.co/image/ab6761610000e5ebd6f2323c1971fd5a70cd0255,"hip hop, rap",3QFInJAm9eyaho5vBzxInN,2,hip hop,rap,,,,,
25,Poetic Justice,Kendrick Lamar,"good kid, m.A.A.d city",300.16,64,2012,https://i.scdn.co/image/ab67616d0000b2732cd55246d935a8a77cb4859e,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",5J6CXHvsfRGyyCnQZmVPoE,4,conscious hip hop,hip hop,rap,west coast rap,,,
26,Swimming Pools (Drank) - Extended Version,Kendrick Lamar,"good kid, m.A.A.d city",313.786,61,2012,https://i.scdn.co/image/ab67616d0000b2732cd55246d935a8a77cb4859e,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",3VYzbU22BooAROigHHwycs,4,conscious hip hop,hip hop,rap,west coast rap,,,
27,Flashing Lights,Kanye West,Graduation,237.506,83,2007-09-11,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",5TRPicyLGbAF2LGBFbHGvO,3,chicago rap,hip hop,rap,,,,
28,m y . l i f e (with 21 Savage & Morray),J. Cole,The Off-Season,218.801,72,2021-05-14,https://i.scdn.co/image/ab67616d0000b27310e6745bb2f179dd3616b85f,https://i.scdn.co/image/ab6761610000e5eb4b053c29fd4b317ff825f0dc,"conscious hip hop, hip hop, north carolina hip hop, rap",1D3z6HTiQsNmZxjl7F7eoG,4,conscious hip hop,hip hop,north carolina hip hop,rap,,,
29,Fancy,Drake,Thank Me Later (Int'l Version),319.386,64,2010-01-01,https://i.scdn.co/image/ab67616d0000b27372babba16ea5e3afe690b4f1,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,"canadian hip hop, canadian pop, hip hop, pop rap, rap",238Sekyg7DyN2XDm0z4oWY,5,canadian hip hop,canadian pop,hip hop,pop rap,rap,,
30,m.A.A.d city,Kendrick Lamar,"good kid, m.A.A.d city",350.12,63,2012,https://i.scdn.co/image/ab67616d0000b2732cd55246d935a8a77cb4859e,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",0nfQguNoAfKFjsQHr6qnxc,4,conscious hip hop,hip hop,rap,west coast rap,,,
31,Surround Sound (feat. 21 Savage & Baby Tate),JID,The Forever Story (Extended Version),229.938,79,2022-10-31,https://i.scdn.co/image/ab67616d0000b273cae6e44dcc84e2035c3ad092,https://i.scdn.co/image/ab6761610000e5eb10781f7b76a5eb0d397e02c9,"hip hop, pop rap, rap, underground hip hop",1udwFobQ1JoOdWPQrp2b6u,4,hip hop,pop rap,rap,underground hip hop,,,
32,She,"Tyler, The Creator",Goblin,253.386,72,2011-05-09,https://i.scdn.co/image/ab67616d0000b2735ea9799a88c0760ec03ac6b8,https://i.scdn.co/image/ab6761610000e5ebdfa2b0c7544a772042a12e52,"hip hop, rap",5WzfCu5fhgm7jv896EN1Md,2,hip hop,rap,,,,,
33,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),190.285,83,2023-08-18,https://i.scdn.co/image/ab67616d0000b2732bb4bbf62bc82d2f4ce59397,https://i.scdn.co/image/ab6761610000e5eb5c58c41a506a0d6b32cc6cad,"east coast hip hop, hip hop, rap",3ZaEs1O8BG581qYPHpQ8d6,3,east coast hip hop,hip hop,rap,,,,
34,Dilemma,Nelly,Nellyville,289.16,78,2002-06-25,https://i.scdn.co/image/ab67616d0000b273a8b9f97b9ea065b9a857e93f,https://i.scdn.co/image/3677690af58abb70a5c5fd58d69db4d1ad705d4f,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",0ARK753YaiJbpLUk7z5yIM,7,dance pop,gangster rap,hip hop,pop rap,rap,st louis rap,urban contemporary
35,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,135.92,82,2016-06-10,https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",4KW1lqgSr8TKrvBII0Brf8,3,chicago rap,hip hop,rap,,,,
36,euphoria,Kendrick Lamar,euphoria,383.639,80,2024-04-30,https://i.scdn.co/image/ab67616d0000b2737587213b1be294ac4000f648,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",77DRzu7ERs0TX3roZcre7Q,4,conscious hip hop,hip hop,rap,west coast rap,,,
37,I KNOW ?,Travis Scott,UTOPIA,211.582,83,2023-07-28,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,https://i.scdn.co/image/ab6761610000e5eb19c2790744c792d05570bb71,"rap, slap house",6wsqVwoiVH2kde4k4KKAFU,2,rap,slap house,,,,,
38,Glock In My Lap,21 Savage,SAVAGE MODE II,193.591,81,2020-10-02,https://i.scdn.co/image/ab67616d0000b273aa57907bf0cb2ca0c8cc74bc,https://i.scdn.co/image/ab6761610000e5eb4f8f76117470957c0e81e5b2,"atl hip hop, hip hop, rap",6pcywuOeGGWeOQzdUyti6k,3,atl hip hop,hip hop,rap,,,,
39,I Wonder,Kanye West,Graduation,243.44,81,2007-09-11,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",7rbECVPkY5UODxoOUVKZnA,3,chicago rap,hip hop,rap,,,,
40,Fair Trade (with Travis Scott),Drake,Certified Lover Boy,291.175,78,2021-09-03,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,"canadian hip hop, canadian pop, hip hop, pop rap, rap",40iJIUlhi6renaREYGeIDS,5,canadian hip hop,canadian pop,hip hop,pop rap,rap,,
41,Everything I Am,Kanye West,Graduation,227.893,73,2007-09-11,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",0NrtwAmRAdLxua31SzHvXr,3,chicago rap,hip hop,rap,,,,
42,PAID,¥$,VULTURES 1,195.117,33,2024-02-09,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76,https://i.scdn.co/image/ab6761610000e5ebf4e11052613eb67c380adaf8,,2y4ZR0BUAVePljHSsZyIgj,1,,,,,,,
43,Champion,Kanye West,Graduation,167.6,73,2007-09-11,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",4UQMOPSUVJVicIQzjAcRRZ,3,chicago rap,hip hop,rap,,,,
44,a lot,21 Savage,i am > i was,288.624,76,2018-12-21,https://i.scdn.co/image/ab67616d0000b273280689ecc5e4b2038bb5e4bd,https://i.scdn.co/image/ab6761610000e5eb4f8f76117470957c0e81e5b2,"atl hip hop, hip hop, rap",2t8yVaLvJ0RenpXUIAC52d,3,atl hip hop,hip hop,rap,,,,
45,HiiiPower,Kendrick Lamar,Section.80,279.854,64,2011-07-02,https://i.scdn.co/image/ab67616d0000b273eddb2639b74ac6c202032ebe,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",4WEuEfFiczWxblHyuucSBL,4,conscious hip hop,hip hop,rap,west coast rap,,,
46,Saint Pablo,Kanye West,The Life Of Pablo,372.113,68,2016-06-10,https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",1o0kWPueYo94LIjPYOE5Nf,3,chicago rap,hip hop,rap,,,,
47,Ghost Town,Kanye West,ye,271.386,77,2018-06-01,https://i.scdn.co/image/ab67616d0000b2730cd942c1a864afa4e92d04f2,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",7vgTNTaEz3CsBZ1N4YQalM,3,chicago rap,hip hop,rap,,,,
48,16,Baby Keem,The Melodic Blue,156.04,75,2021-09-10,https://i.scdn.co/image/ab67616d0000b2731bfa23b13d0504fb90c37b39,https://i.scdn.co/image/ab6761610000e5ebd6f2323c1971fd5a70cd0255,"hip hop, rap",1Is8hGpkGMiePASAxBluxM,2,hip hop,rap,,,,,
49,Spin Bout U,Drake,Her Loss,214.588,74,2022-11-04,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,"canadian hip hop, canadian pop, hip hop, pop rap, rap",2ZL7WZcjuYKi1KUDtp4kCC,5,canadian hip hop,canadian pop,hip hop,pop rap,rap,,
50,Privileged Rappers,Drake,Her Loss,160.821,68,2022-11-04,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,"canadian hip hop, canadian pop, hip hop, pop rap, rap",7l2nxyx7IkBX5orhkALg0V,5,canadian hip hop,canadian pop,hip hop,pop rap,rap,,
51,Time Flies,Drake,Dark Lane Demo Tapes,192.931,72,2020-05-01,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,"canadian hip hop, canadian pop, hip hop, pop rap, rap",5H4mXWKcicuLKDn4Jy0sK7,5,canadian hip hop,canadian pop,hip hop,pop rap,rap,,
52,LOVE. FEAT. ZACARI.,Kendrick Lamar,DAMN.,213.4,81,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",6PGoSes0D9eUDeeAafB2As,4,conscious hip hop,hip hop,rap,west coast rap,,,
53,Wesley's Theory,Kendrick Lamar,To Pimp A Butterfly,287.36,70,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",7Ks4VCY1wFebnOdJrM13t6,4,conscious hip hop,hip hop,rap,west coast rap,,,
54,DNA.,Kendrick Lamar,DAMN.,185.946,79,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",6HZILIRieu8S0iqY8kIKhj,4,conscious hip hop,hip hop,rap,west coast rap,,,
55,XXX. FEAT. U2.,Kendrick Lamar,DAMN.,254.2,69,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",4iYRa2btalAzPZoSYfROqF,4,conscious hip hop,hip hop,rap,west coast rap,,,
56,LOOOVE (feat. Kid Cudi),Travis Scott,UTOPIA,226.715,66,2023-07-28,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,https://i.scdn.co/image/ab6761610000e5eb19c2790744c792d05570bb71,"rap, slap house",0a4SMs889NwP8oWI7Vemle,2,rap,slap house,,,,,
57,3005,Childish Gambino,Because the Internet,234.215,77,2013-12-10,https://i.scdn.co/image/ab67616d0000b27326d64b6150aa3d9b6b67d857,https://i.scdn.co/image/ab6761610000e5ebc3dc5429b676b16d451e5f77,"atl hip hop, hip hop, rap",5cc9Zbfp9u10sfJeKZ3h16,3,atl hip hop,hip hop,rap,,,,
58,FEEL.,Kendrick Lamar,DAMN.,214.826,67,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",2LTlO3NuNVN70lp2ZbVswF,4,conscious hip hop,hip hop,rap,west coast rap,,,
59,FEAR.,Kendrick Lamar,DAMN.,460.573,66,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",23luOrEVHMfoX0AhfbQuS6,4,conscious hip hop,hip hop,rap,west coast rap,,,
60,Collard Greens,ScHoolboy Q,Oxymoron (Deluxe),299.96,75,2014-01-01,https://i.scdn.co/image/ab67616d0000b27336977e237a8f70ec6c990636,https://i.scdn.co/image/ab6761610000e5eba59f2f483877c8d0142f71f3,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap",0zO8ctW0UiuOefR87OeJOZ,6,gangster rap,hip hop,pop rap,rap,southern hip hop,trap,
61,vice city,XXXTENTACION,vice city,220.708,69,2022-01-28,https://i.scdn.co/image/ab67616d0000b27376d75805b961da10f02a97c3,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4,"emo rap, miami hip hop, rap",6MOst484piqXpzPPRRe8i5,3,emo rap,miami hip hop,rap,,,,
62,Famous,Kanye West,The Life Of Pablo,196.04,71,2016-06-10,https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",19a3JfW8BQwqHWUMbcqSx8,3,chicago rap,hip hop,rap,,,,
63,Small Worlds,Mac Miller,Swimming,271.733,74,2018-08-03,https://i.scdn.co/image/ab67616d0000b273175c577a61aa13d4fb4b6534,https://i.scdn.co/image/ab6761610000e5ebed3b89aa602145fde71a163a,"hip hop, pittsburgh rap, rap",4gT3mNJA8lnlkYFqGZ8IA2,3,hip hop,pittsburgh rap,rap,,,,
64,"I'm Good Luv, Enjoy.",Aaron May,CHASE,134.547,75,2019-02-28,https://i.scdn.co/image/ab67616d0000b27353c7a0c956286b6a39185af4,https://i.scdn.co/image/ab6761610000e5eb9d28e5b36e32b169ca474554,conscious hip hop,3RKLJPyyMZfwebsePAzqjL,1,conscious hip hop,,,,,,
65,Rapp Snitch Knishes,MF DOOM,MM..FOOD,172.893,75,2004-11-16,https://i.scdn.co/image/ab67616d0000b27352f194d02c39909d1b284799,https://i.scdn.co/image/ab6761610000e5eb6c8167ef48a872b6f190078f,"east coast hip hop, hip hop, instrumental hip hop, rap",5KUNwkaNf8l5A9sXZhiCgI,4,east coast hip hop,hip hop,instrumental hip hop,rap,,,
66,Congratulations (feat. Bilal),Mac Miller,The Divine Feminine,256.426,75,2016-09-16,https://i.scdn.co/image/ab67616d0000b2732e92f776279eaf45d14a33fd,https://i.scdn.co/image/ab6761610000e5ebed3b89aa602145fde71a163a,"hip hop, pittsburgh rap, rap",1OubIZ0ARYCUq5kceYUQiO,3,hip hop,pittsburgh rap,rap,,,,
67,I Love Kanye,Kanye West,The Life Of Pablo,44.826,60,2016-06-10,https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",5CGS4UovzA7ftCJkLVXQju,3,chicago rap,hip hop,rap,,,,
68,Ultralight Beam,Kanye West,The Life Of Pablo,320.68,66,2016-06-10,https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",1eQBEelI2NCy7AUTerX0KS,3,chicago rap,hip hop,rap,,,,
69,Jump,Mac Miller,GO:OD AM,279.733,49,2015-09-18,https://i.scdn.co/image/ab67616d0000b273ee0f38410382a255e4fb15f4,https://i.scdn.co/image/ab6761610000e5ebed3b89aa602145fde71a163a,"hip hop, pittsburgh rap, rap",7uhniEFBcLsYD4W92E0Nx2,3,hip hop,pittsburgh rap,rap,,,,
70,Alright,Kendrick Lamar,To Pimp A Butterfly,219.333,79,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",3iVcZ5G6tvkXZkZKlMpIUs,4,conscious hip hop,hip hop,rap,west coast rap,,,
71,Bound 2,Kanye West,Yeezus,229.146,81,2013-06-18,https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",3sNVsP50132BTNlImLx70i,3,chicago rap,hip hop,rap,,,,
72,Can't Tell Me Nothing,Kanye West,Graduation,271.6,79,2007-09-11,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",0mEdbdeRFQwBhN4xfyIeUM,3,chicago rap,hip hop,rap,,,,
73,Blue,Rels B,Player Hater,209.658,42,2015-10-17,https://i.scdn.co/image/ab67616d0000b273c5976668618b76d446eccbfa,https://i.scdn.co/image/ab6761610000e5ebd1e399fd6729a5751e1f4331,"r&b en espanol, spanish hip hop, trap latino, urbano espanol, urbano latino",5CjpTAXiZxdHfe6zsMWALx,5,r&b en espanol,spanish hip hop,trap latino,urbano espanol,urbano latino,,
74,Word Up,Rels B,Player Hater,126.667,40,2015-10-17,https://i.scdn.co/image/ab67616d0000b273c5976668618b76d446eccbfa,https://i.scdn.co/image/ab6761610000e5ebd1e399fd6729a5751e1f4331,"r&b en espanol, spanish hip hop, trap latino, urbano espanol, urbano latino",3biwjU3LLl34rL1EBP6OiS,5,r&b en espanol,spanish hip hop,trap latino,urbano espanol,urbano latino,,
75,151 Rum,JID,DiCaprio 2,156.78,67,2018-11-26,https://i.scdn.co/image/ab67616d0000b273f5991f6f1f0de2277bb8d948,https://i.scdn.co/image/ab6761610000e5eb10781f7b76a5eb0d397e02c9,"hip hop, pop rap, rap, underground hip hop",22WV03i2lBbwNVCE1g671p,4,hip hop,pop rap,rap,underground hip hop,,,
76,Die Hard,Kendrick Lamar,Mr. Morale & The Big Steppers,239.026,72,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",2g6tReTlM2Akp41g0HaeXN,4,conscious hip hop,hip hop,rap,west coast rap,,,
77,White Ferrari,Frank Ocean,Blonde,248.807,83,2016-08-20,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,https://i.scdn.co/image/ab6761610000e5ebee3123e593174208f9754fab,"lgbtq+ hip hop, neo soul",2LMkwUfqC6S6s6qDVlEuzV,2,lgbtq+ hip hop,neo soul,,,,,
